majorId,sessionId,sessionName,sessionName_en,room,linkZoom,day,startDate,endDate
2,2011,"Vật lý hạt nhân, kỹ thuật hạt nhân và Vật lý Y Khoa","Nuclear physics, nuclear techniques and medical physics",I.23,,1,10:00,12:00
2,2021,Kỹ thuật hạt nhân,Nuclear techniques,I.23,,2,13:30,15:30
2,2031,Vật lý Y Khoa,Medical physics,I.23,,2,15:45,17:45
