paperId,author,paperName,majorId
78,Mai Ngọc Dũng and Tạ Ánh Minh,MEASUREMENT OF LEAF AREA AND FOLIAGE BY IMAGEJ SOFTWARE AND DIGITAL IMAGE OF IPHONE 6S PLUS,1
109,Tuan Nguyen Pham,INVESTIGATION OF FACTORS AFFECTING THE PRODUCTION OF LOVASTATIN FROM Asperillus terreus EF-463 BY SOLID STATE FERMENTATION,1
139,"Nhon Nguyen Ly, Khoi Nguyen Quy Kim and Nhut Nguyen Nhu","ISOLATION, SCREENING OF CAROTENOID-PRODUCING Rhodotorlula AND EFFECT OF CARBON SOURCE ON CAROTENOID PRODUCTON",1
141,"Nhon Nguyen Ly, Anh Kieu and Nhut Nguyen Nhu",RESEARCH FOR LIQUID CULTURE CONDITIONS INCREASE BIOMASS OF Lactobacillus LAT3.2 ON PILOT SCALE,1
156,"Bạch Ngọc Minh, Nguyễn Thị Anh Thư, Nguyễn Thị Thanh Kiều and Lê Thị Ánh Hồng",ISOLATION AND SELECTION OF LIPASE PRODUCING BACTERIA FROM RESTAURANT WASTES,1
167,"Mi Ngô, Tài Nguyễn, Xuyến Võ and Nhứt Nguyễn",SÀNG LỌC VÀ NUÔI CẤY VI KHUẨN HÒA TAN KALI,1
199,"Duyen Nguyen Vo Ky, Thien Pham Huu and Ha Than Quoc An",THE EFFECTS OF H2O2 ON SEED GERMINATION AND PLANT GROWTH OF LACTUCA SAVITA L.,1
235,Tien Tran Van and Tu Nguyen Van,"ĐẶC ĐIỂM CẤU TRÚC LƯỠI BÀO ỐC CÀ NA (Tomlinia frausseni, Thach 2014)",1
279,"Trương Thông, Lê Thái Hoàng and Trần Linh Thước",Diversity of antibiotic resistant bacteria in the surface water of river system in Ho Chi Minh city,1
386,"Thi Phuong Ngan Le, Thi Thu Hanh Phan, Wolfgang Schumann, Thi Phuong Trang Phan and Duc Hoang Nguyen",Studying fusion tags to enhance recombinant protein expression in the cytoplasm of Bacillus subtilis,1
389,Nghĩa Huỳnh Hữu and Nhứt Nguyễn Như,"ĐÁNH GIÁ KHẢ NĂNG ỨNG DỤNG Bacillus, Streptomyces VÀ Trichoderma ĐỂ KIỂM SOÁT Phomopsis longicola GÂY BỆNH TRÊN ĐẬU NÀNH",1
394,"Bùi Thị Thu Vân, Vũ Thị Lan Hương, Nguyễn Hoàng Chương and Nguyễn Trí Nhân","TỔNG QUAN NHỮNG NGHIÊN CỨU THU THẬP NGUỒN GEN, PHÂN LOẠI VÀ TIỀM NĂNG ỨNG DỤNG CỦA VI KHUẨN LƯU GIỮ TẠI TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN, ĐHQG-HCM",1
397,"Phạm Thị Mỹ Ninh, Nguyen Chi Dung, Dinh Minh Hiep, Hà Thị Bích Hằng and Ngô Kế Sương",CYTOTOXIC ACTIVITY OF THE COMPOUNDS OBTAINED FROM Cordyceps neovolkiana ISOLATED IN VIETNAM,1
406,"Minh-Nhat Truong-Ha, Tan-Thuan Le, Nam Vo and Duc-Hoang Nguyen",Constructing a model evaluating protein levels based on mRNA sequence features in Escherichia coli K-12 MG1655,1
416,"Hồng Nguyễn Nguyệt, Nguyen Chi Dung, Hà Thị Ngọc, Ngô Kế Sương, Bùi Lập Duy and Đinh Minh Hiệp",HIỆU QUẢ ỨC CHẾ MATRIX METALLOPROTEINASE – 1 CỦA POLYSACCHARIDES THU NHẬN TỪ Cordyceps neovolkiana DL0004,1
420,"Huỳnh Thị Nguyệt, Lâm Khắc Kỷ, Hà Thị Ngọc, Đinh Minh Hiệp, Phạm Thị Mỹ Ninh and Ngô Đại Hùng",HOẠT TÍNH KHÁNG OXI HÓA CỦA CAO CHIẾT QUẢ THỂ NẤM Isaria cicadae PHÂN LẬP TẠI VIỆT NAM,1
431,"Lâm Khắc Kỷ, Phạm Thị Mỹ Ninh, Đinh Minh Hiệp, Ngô Đại Hùng, Huỳnh Thị Nguyệt, Nguyễn Thị Bảo Trân, Nguyễn Thị Huỳnh Như and Lê Thị Thanh Lài",HOẠT TÍNH SINH HỌC CỦA CAO CHIẾT NẤM Cordyceps neovolkiana (00038a) PHÂN LẬP TẠI VIỆT NAM,1
437,"Phạm Minh Thông, Lê Thị Thuý Hằng, Đặng Hoàng Phú, Đinh Minh Hiệp and Nguyễn Tiến Thắng",XÁC ĐỊNH CẤU TRÚC CỦA EXOPOLYSACCHARIDE TỪ DỊCH NUÔI CẤY NẤM OPHIOCORDYCEPS SINENSIS TRÊN CÁC NGUỒN CARBON KHÁC NHAU,1
438,"Thuan Le, Ngoc Bich Vu, Phat Huynh and Giang Dang",Evaluate the ability to reduce the injury of mesenchymal stem cells on fibrin scaffold in mouse acute hindlimb ischemia model,1
442,Khoa Trần,GROWTH RESPONSES DURING THE EX VITRO TRANSFER OF Plumbago indica L. AS AFFECTED BY DIFFERENT IN VITRO PLANT AGES,1
446,"Chanh Phuong Trang Vo, Quoc Viet Huynh, Thuy Trang Dinh, Nam Vo, Thi Tinh Tuom Truong and Duc Hoang Nguyen","STUDYING CDR1, CDR2, CDR3 OF SINGLE DOMAIN ANTIBODY AIMING TO CREATE LIBRARIES FOR SCREENING IN VITRO",1
449,"Thanh Dang Minh, Thong Tran Tan, Trinh Le Van and Nhung Truong Hai",NGHIÊN CỨU SỰ THAY ĐỔI BIỂU HIỆN CỦA MỘT SỐ GENE TỰ THỰC BÀO TRÊN TẾ BÀO HÌNH SAO TỪ GAN CHUỘT (HSC) ĐƯỢC CẢM ỨNG HOẠT HÓA BỞI LIPOPOLYSACCHARIDE (LPS),1
460,"Khoa Nguyen Hoang Dang, Phong Le Quoc, Hiep Dinh Minh and Suong Ngo Ke",STUDY ON ENRICHED ORGANIC SELENIUM IN Ophiocordyceps sinensis BIOMASS CULTURE MEDIUM,1
9,"Văn Thắng Nguyễn, Bình An Lê, Nguyễn Phong Thu Huỳnh and Công Hảo Lê",Một số kết quả bước đầu trong việc đánh giá sự thay đổi phông phóng xạ trong đất bề mặt ở Việt Nam,2
10,Lê Hoàng Sang Phan,Ước lượng thông lượng neutron của nguồn Ra-Be bằng thực nghiệm,2
21,Hai Vo Hong,HIGH TECH RADIATION DETECTION SYSTEM DEVELOMENT FOR NUCLEAR MEDICAL APPLICATION,2
24,"Phong Thu Huỳnh Nguyễn, Văn Thắng Nguyễn and Hảo Lê Công",Quy trình xử lý nhiễm bẩn phóng xạ radium trong đất và nước ngầm,2
27,"Vinh Tran Thi Thanh, Ngan Pham Nguyen Kim, Phuc Nguyen Tri Toan, Tu Vu Ngoc and Hai Vo Hong",STUDYING NEUTRON/GAMMA EMISSION FROM SIEMENS PRIMUS MEDICAL LINEAR ACCELERATOR BY GEANT4/GATE SIMULATION,2
29,Thu Nguyen,COMPARISION BETWEEN INTENSITY MODULATED PROTON THERAPY PLANS AND VOLUMETRIC MODULATED ARC THERAPY PLANS FOR PROSTATE CASES,2
30,Duy Thông Nguyễn and Thanh Phong Trần,NGHIÊN CỨU QUÁ TRÌNH PHÂN RÃ CỦA MUON TRONG MÔ HÌNH CHUẨN,2
32,"Chuong Huynh Dinh, Ngọc Trang Lê Thị and Thanh Tran Thien",TỐI ƯU HÓA MÔ HÌNH ĐẦU DÒ HPGe LOẠI P CHO VIỆC TÍNH TOÁN HIỆU SUẤT ĐỈNH NĂNG LƯỢNG TOÀN PHẦN SỬ DỤNG MÔ PHỎNG MONTE CARLO,2
33,"Chuong Huynh Dinh, Ngọc Trang Lê Thị, Thanh Tran Thien, Linh Nguyen Thi Truc and Minh Le Hoang",MỘT CÁCH TIẾP CẬN BÁN THỰC NGHIỆM DỰA TRÊN KỸ THUẬT GAMMA TRUYỀN QUA ĐỂ XÁC ĐỊNH BỀ DÀY CỦA TẤM VẬT LIỆU,2
34,"Oanh Luu, Tsi Chian Chao and Chung Chi Lee",Least square method for ridge filter design in the proton wobbling nozzle,2
35,"Thi Truc Linh Nguyen, Thi Ngoc Trang Le, Thanh Sang Truong, Dinh Chuong Huynh and Duc Tam Hoang",XÁC ĐỊNH HỆ SỐ SUY GIẢM KHỐI CỦA MỘT SỐ VẬT LIỆU POLYME ĐỐI VỚI TIA X CÓ NĂNG LƯỢNG TRONG KHOẢNG 8-30 keV,2
36,"Trần Văn Tiến, Nguyễn Tấn Được, Nguyễn Thị Mỹ Lệ and Trần Nhân Giang",Phương pháp chụp ảnh nhiễu xạ sử dụng tia X kết hợp tại vùng năng lượng thấp,2
58,"Thuan Nguyen, Hong Huynh, Thy Truong, Lang Trinh and Hao Le",NGHIÊN CỨU TƯƠNG QUAN HOẠT ĐỘ ĐỒNG VỊ PHÓNG XẠ VÀ THÀNH PHẦN HÓA LÝ TRONG MỘT SỐ MẪU 6,2
61,"Le Quang-Vuong, Tran Thien-Thanh, Vu Tuan-Minh, Phan Long-Ho, Le Cong-Hao and Chau Van-Tao",TÍNH TOÁN HỆ SỐ TRÙNG PHÙNG CỦA ĐỒNG VỊ Ba-133 ĐỐI VỚI CÁC HÌNH HỌC NGUỒN KHÁC KHAU SỬ DỤNG MÔ PHỎNG MCNP-CP VÀ CHƯƠNG TRÌNH ETNA,2
64,"Tran Thi Bao Ngoc, Le Quang-Vuong, Tran Thien-Thanh, Vu Tuan-Minh, Ho Phan Long, Le Cong-Hao and Chau Van Tao",TÍNH TOÁN HỆ SỐ HIỆU CHỈNH TỰ HẤP THỤ CHO MẪU PHÂN TÍCH DẠNG HÌNH HỌC TRỤ SỬ DỤNG MÔ PHỎNG MONTE CARLO,2
79,"Hong Huynh, Thy Truong, Lang Trinh, Hao Le, Thao Tran and Oanh Cao",KHẢO SÁT THỰC ĐỊA PHÓNG XẠ 6 BẰNG HỆ PHỔ KẾ GAMMA,2
90,"Linh Nguyen Lam Thuy, Hao Le Cong, Thang Nguyen Van and Thu Huynh Nguyen Phong",NGHIÊN CỨU XÁC ĐỊNH NHANH URANIUM TRONG MẪU 6 DẠNG DUNG DỊCH BẰNG PHƯƠNG PHÁP PHỔ ALPHA.,2
100,"Thien Tran, Mythra Nemallapudi, Trang Hoang, Sang Phan, Lin Chih-Hsun and Chen Augustine",Measurements of prompt gamma cross sections relevant to proton therapy,2
145,"Chau Thi Nhu Quynh, Tran Anh Khoi and Dang Hong Ngoc Quy",DESIGN A PICOBLAZE AND AN RS-232 INTERFACE WITH PC BASED ON VHDL LANGUAGE AND FPGA TECHNOLOGY,2
146,Thi Thu Trang Van,Optimization and Design of the Energy Calibration System using 24Na Source of CANDLES for study of 48Ca Double Beta Decay,2
174,Hien Thi Doan and Chia-Ming Kuo,Measurement cross section production of Z boson plus gamma using data in proton-proton collisions at 13 TeV with CMS detector,2
188,"Long Hồ Phan, Tuấn Minh Vũ, Đình Hùng Lê, Văn Chính Đặng, Thị Diễm Hương Trần, Thiện Thanh Trần and Văn Tạo Châu",UỚC LƯỢNG LIỀU CHIẾU TRONG HẰNG NĂM CỦA MỘT SỐ ĐỒNG VỊ PHÓNG XẠ TỰ NHIÊN TRONG NƯỚC NGẦM BẰNG HỆ ĐẾM TỶ LỆ DÒNG KHÍ LUÂN CHUYỂN (GFPC),2
189,Tình Nguyễn Văn and Hải Võ Hồng,SIMULATION OF THE PET SYSTEM USING TWO SCINTILLATION DETECTOR CsI(Tl) BASED ON GEANT4/GATE SOFTWARE,2
202,"Võ Hoàng Nguyên, Trần Thiện Thanh and Châu Văn Tạo",Áp dụng phương pháp xử lý phổ tán xạ gamma cải tiến để kiểm tra khuyết tật bên trong ống thép.,2
228,"Kim Anh Nguyen, Thanh Sang Truong and Duc Tam Hoang",NGHIÊN CỨU TÍNH TOÁN MẬT ĐỘ CHẤT LỎNG SỬ DỤNG MÔ HÌNH ANN VÀ ĐƯỜNG CHUẨN TUYẾN TÍNH TRONG KỸ THUẬT GAMMA TÁN XẠ,2
234,"Anh Tuyen Luu, Trong Phuc Phan, Thai Son Lo, Ly Nguyen La, Thi Hue Pham and Ngoc Hue Nguyen Thi",Application of nuclear spectroscopies in material science at CNT,2
239,"Oanh Lương Thị, Tài Dương Thanh and Loan Trương Thị Hồng Loan",Áp dụng tiêu chuẩn AAPM TG119 để đánh giá kế hoạch xạ trị JO-IMRT trên hệ thống phần mềm lập kế hoạch Prowess Panther,2
373,"Thanh Nhan Huynh, Minh Vuong Nguyen, Dinh Chuong Huynh, Thien Thanh Tran and Van Tao Chau",USING THE TRANSMITTED GAMMA METHOD TO DETERMINE THE SIZE AND DEPTH OF DEFECTS PRODUCED IN SAMPLE STEEL TARGET PLATES,2
286,Trịnh Hoa Lăng and Huỳnh Minh Quốc,ÁP DỤNG PHƯƠNG PHÁP BIẾN PHÂN MONTE CARLO VÀ MẪU LỚP XÁC ĐỊNH CÁC MỨC NĂNG LƯỢNG HẠT NHÂN,2
430,Tu Vu Ngoc,Một số đặc tính liều của chùm photon đối với máy gia tốc tuyến tính xạ trị Clinac iX tại Bệnh viện Đa khoa Kiên Giang,2
452,Trúc Dương Hồng and Hảo Lê Công,"DETERMINATION OF 210PO IN OYSTERS/SHRIMPS IN BA RIA VUNG TAU PROVINCE, VIETNAM BY ALPHA SPECTROSCOPY",2
119,Duong Hong Truc and Le Cong Hao,"DETERMINATION OF 210PO IN OYSTERS/SHRIMPS IN BA RIA VUNG TAU PROVINCE, VIETNAM BY ALPHA SPECTROSCOPY",2
125,"Nguyen Huyen-Thu Ho, Bach Ngoc-My Nguyen, Quoc-Hung Nguyen, Vu Tien-Anh Nguyen, Ngoc-Huy Pham, Minh-Nguyen Tran, Quang-Minh Tran and Tuan-Dat Tran",Regularity theory for second order partial differential equation arising from composite material,8
47,"Hoang Cong Anh Duy, Dang Quoc Thong, Nguyen Ngoc Luan, Vo Thi Thanh Thuy, Lam Pham Thanh Hien and Nguyen Nhat Huy",Study on low temperature oxidation of VOCs by catalysis,6
63,Sam Truong and Khoi Dao Nguyen,ASSESSING THE IMPACTS OF LAND-USE CHANGE ON HYDROLOGY IN THE MEKONG RIVER BASIN IN THE PERIOD 1983 - 2019,6
161,Phuong Nguyen Hoang and Viet Pham Van,Utilization of Metal-free Polymeric Photocatalyst g-C3N4 Nanosheet Modified SnO2 Nanoparticles composite for Photocatalytic NO Degradation under Visible Light,6
165,Khanh Lê Ngọc Phương and Nam Nguyen Thi Que,The geo – products proposal in Ha Tien – Kien Luong Plain,6
168,"Thien Trung Huynh, Thao Nguyen Nguyen, Thi Hien To, Doan Thien Chi Nguyen and Truong Nam Hai Ho","DISTRIBUTION OF POLYCYCLIC AROMATIC HYDROCARBONS ON MICROPLASTIC IN SURFACE WATER OF CAN GIO PROVINCE, HO CHI MINH CITY.",6
244,Nguyễn Thị Diễm Thúy and Đào Nguyên Khôi,ỨNG DỤNG MẠNG NƠ-RON LAN TRUYỀN THẲNG - MULTILAYER PERCEPTRONS MÔ PHỎNG BOD5 KHU VỰC HẠ LƯU SÔNG SÀI GÒN – ĐỒNG NAI,6
E3,"Phạm Thị Hà, Đặng Thị Mỹ Linh","ĐÁNH GIÁ HIỆN TRẠNG SỬ DỤNG ĐẤT CHO CANH TÁC RAU MÀU TẠI HUYỆN CẦN ĐƯỚC, TỈNH LONG AN",6
E1,Nguyễn Thị Xuân Hạnh; Bùi Phạm Phương Thanh,"XÁC ĐỊNH KHÍA CẠNH 6 TẠI CÔNG TY TNHH MTV ĐỒ GỖ MINH NHẬT, ĐỀ XUẤT BIỆN PHÁP KHẮC PHỤC
THEO TIÊU CHUẨN ISO 14001:2015
",6
ESD06,"Đặng Diệp Yến Nga*, Vương Hồng Nhung, Tô Thị Hiền",Tình hình ô nhiễm vi sinh trong không khí tại một số điểm tập kết rác khu vực nội ô TP.HCM,6
ESD07,"Nguyễn Thị Quế Nam*, Hà Quang Hải, Hoàng Thị Phương Chi
","Đặc thù địa học trong các công viên địa chất tiềm năng thuộc dải ven biển nam trung bộ, Việt Nam",6
"ESD
23","Hoàng Thị Phương Chi*, Hà Quang Hải, Nguyễn Thị Quế Nam","Tiềm năng phát triển địa du lịch đảo Phú Quý, Bình Thuận",6
ESD 29,"Trương Thanh Cảnh*, Nguyễn Thị Hưng Thanh","Xây dựng chỉ số bảo tồn rừng (FCI) và áp dụng để đánh giá mức độ bảo tồn rừng, trường hợp xã Tam Lãnh, huyện Phú Ninh, tỉnh Quảng Nam",6
ESD 30,"Trương Thanh Cảnh, Lê Hoàng Anh*",Đánh giá dấu chân nước của người dân TP. Hồ Chí Minh,6
"ESD
31","Nguyễn Thanh Tâm*, Nguyễn Hoài Phương Duy, Trần Thị Phương Thúy, Võ Thị Thanh Tiền, Trần Công Khánh","Nghiên cứu, tổng hợp vật liệu từ feldspar và ứng dụng xử lý ammonium trong nước",6
ESD11,"Đỗ Thị Thuỳ Quyên, Trần Hoàng Minh, Phan Thị Mỹ Xuyên, Nguyễn Thảo Nguyên","Thói quen thải bỏ thuốc tây: kết quả khảo sát sinh viên trường Đại Học Khoa Học Tự Nhiên, ĐHQG-HCM",6
ESD19,"Nguyễn Thị Thùy Trang, Ngô Ngọc Hoàng Giang, Nguyễn Thị Thụy Hằng",Đánh giá sự thay đổi dòng chảy lưu vực sông La Ngà,6
4-VJSTE,"Thi, Nguyen Thi Anh ; Han, Bui Ngoc","The zoning surface water quality by WQI index in Tien Giang Province, Viet Nam",6
5-VJSTE,"Nguyen Thi Thuy Trang, Sangam Shrestha , Hiroshi Ishidaira","Evaluating the Impacts of Climate Change on the Hydrology and Water Resources Availability in the 3S River Basin of Cambodia, Laos, and Vietnam",6
6-VJSTE,"Dang Diep Yen Nga*, Vuong Hong Nhung, Nguyen Thi Tam, Phan Thi Thanh Thao, To Thi Hien","Microbiological contamination of indoor air at university classrooms 
(Case Study: University of Science - Vietnam National University, Ho Chi Minh City)",6
10-VJSTE,"Ho Thi Tuyet Nhi, Dang Thi Thanh Le","APPLICATION OF THE DSSAT MODEL TO PREDICT THE EFFECTS OF CLIMATE CHANGE ON RICE YIELD IN CO DO PROVINCE, CAN THO CITY",6
13-VJSTE,"Vu Hoang Phuong NGUYEN, Thanh-Tu TRAN",APPLICATION OF DEMOGRAPHIC TOOLS TO ASSESS THE CURRENT ENVIRONMENT STATUS OF VIETNAM IN 2010-2019,6
17-VJSTE,"Nguyen Thi Hong Diep, Nguyen Trong Can, Nguyen Thi Ngoc Tran, Doan Thien Nhi",Flood inundation mapping using Sentinel-1A in An Giang province in 2019,6
19-VJSTE,"Van-Tai Nguyen, Manh-Ha Bui, Thanh-Luu Pham, Emilie Strady, Christine Badual, Thuy-Chung Kieu-Le, Ba-Trung Bui, Thanh-Son Dao*","Single and combined effects of Di-2-ethylhexyl phthalate and Bisphenol A on life traits of a tropical micro-crustacean, Ceriodaphnia cornuta",6
253,"Pham Quoc Kiet, Nguyen Đoan Thien Chi, Tran Cong Thanh and To Thi Hien",PHÁT THẢI BỤI MỊN PM2.5 TỪ HOẠT ĐỘNG NẤU ĂN TRONG NHÀ/ EMISSION FINE PARTICULATE MATTER PM2.5 FROM COOKING ACTIVITIES,6
272,Hong Nguyen and Hong Nguyen,APPLICATION RESEARCH OF UTIDE SOFTWARE IN ANALYSIS AND CALCULATE WATER LEVEL TO SUPPORT FORECAST IN SOUTHERN OF VIETNAM,6
273,Hong Nguyen and Hong Nguyen,SPECIES COMPOSITION AND DISTRIBUTION OF INVASIVE ALIEN SPECIES IN TAY NINH PROVINCE,6
281,Bui Hung and Thanh Nguyễn Thị Minh,"Đánh giá thiệt hại kinh tế do ngập lụt năm 2019 của người dân tại Quận 8, Tp.HCM",6
379,Phuong Tran Thi Mai,ANALYSIS TO EFFECTIVE MUNICIPAL SOLID WASTE MANAGEMENT IN A AREAS OF THE MEKONG DELTA,6
404,Trong-Quan Nguyen and Nguyen-Khoi Dao,APPLYING MACHINE LEARNING-BASED NUMERICAL MODELS FOR SIMULATING SURFACE WATER QUALITY,6
405,"Ánh Ngân Trần, Đoàn Thiện Chí Nguyễn, Thị Yến Nhi Nguyễn, Ngọc Trinh Đinh and Thị Hiền Tô",Phát thải bụi mịn (PM2.5) từ hoạt động nấu ăn trong nhà với các loại nhiên liệu và hình thức nấu khác nhau: một nghiên cứu điển hình tại 22 căn bếp ở Thành phố Hồ Chí Minh,6
441,"Tran Dung, Ngo Thoang, Nguyen Tuyen, Tran Chau and Truong Hoang","Assessment of phosphorus release from alluvial sediments using single extraction: A case study in Can Gio, Southern Vietnam",6
475,"Nguyễn Thị Bích Xuyên, Nguyễn Đức Thịnh and Nguyễn Đoàn Thiện Chí",DETERMINE THE BIOMARKER OF MALONDIALDEHYDE IN MEN WITH SMOKING AND NON-SMOKING,6
E4,"Lê Minh Hiền Lương, Hoàng Thị Phương Chi",TIỀM NĂNG ĐỊA DU LỊCH DẢI VEN BIỂN BÌNH ĐỊNH,6
E7,"Hồ Huỳnh Thảo Anh , Đặng Thị Thanh Lê","XÂY DỰNG BẢN ĐỒ CHỈ SỐ DỄ BỊ TỔN THƯƠNG DO XÂM NHẬP MẶN ĐẾN SINH KẾ NGƯỜI DÂN DƯỚI ẢNH HƯỞNG MỰC NƯỚC BIỂN DÂNG Ở CÁC XÃ VEN BIỂN HUYỆN BA TRI, TỈNH BẾN TRE",6
ESD10,"Nguyễn Thị Huỳnh, Trần Thành Thái, Nguyễn Thị Mỹ Yến, Ngô Xuân Quảng","Đa dạng sinh học của quần xã tuyến trùng vùng triều sông Ba Lai, Tỉnh Bến Tre",6
ESD32,"Dương Thị Bích Huệ, Trương Thị Hồng Huệ",Nghiên cứu hiệu quả nuôi trồng trùn quế (perinonyx excavatus) bằng rác thải hữu cơ sau thu hoạch,6
ESD08,"Nguyễn Hoàng Thái, Nguyễn Phi Uy Vũ, Hồ Văn Thệ, Bùi Đức Lỉnh",Biến động một số yếu tố 6 nước biển ở khu vực nuôi trồng thủy sản tập trung vùng ven biển Cần Giờ (2009 – 2019),6
488,Nguyen Thi Thuy Hang and Pham Thi Huong Tham,SCE-UA OPTIMIZATION IN A RAINFALL-RUNOFF MODEL APPLICATION FOR BE RIVER CATCHMENT,6
84,"Thi Hong Anh Hoang, Trung Hieu Pham, Sung Hi Choi and Yongjae Yu",Geochemical constraints on recycled oceanic crust in the mantle source of late Cenozoic basalts from Vietnam,4
85,Minh Pham and Hieu Pham Trung,"TUỔI ĐỒNG VỊ U-Pb ZICON VÀ THẠCH ĐỊA HÓA ĐÁ MẠCH SÁNG MÀU KHU VỰC ĐÈO CẬU, NINH THUẬN VÀ Ý NGHĨA KIẾN TẠO",4
86,"Thi Hong Anh Hoang, Trung Hieu Pham, Sung Hi Choi and Yongjae Yu",FORMATION AND EVOLUTION OF THE LITHOSPHERIC MANTLE BENEATH SOUTHERN VIETNAM,4
87,"Thi Hong Anh Hoang, Trung Hieu Pham, Sung Hi Choi and Yongjae Yu","Age and tectonic implications of Paleoproterozoic Deo Khe Granitoids within the Phan Si Pan Zone, Vietnam",4
133,Đinh Quốc Tuấn,"Depositional environment of clastic sedimentary rocks at Loc Thanh Ward, Loc Ninh District, Binh Phuoc Provice",4
182,ThiỀm QuỐc TuẤn and ĐỖ VĂn NhuẬn,"ĐẶC ĐIỂM THẠCH ĐỊA HÓA VÀ TUỔI ĐỒNG VỊ CỦA CÁC ĐÁ PHUN TRÀO TRUNG TÍNH KIỀM VÙNG NÚI SOKLU, ĐỒNG NAI",4
187,Dung Nguyen Thuy and Thien Ngô Minh,"BƯỚC ĐẦU XÂY DỰNG MÔ HÌNH DÒNG CHẢY NƯỚC DƯỚI ĐẤT TẦNG CHỨA NƯỚC VEN BIỂN TỪ TIẾN THÀNH – KÊ GÀ, BÌNH THUẬN",4
193,Giang Nguyen,"Đặc điểm thạch địa hóa, tuổi U-Pb zircon LA-ICP-MS và thành phần đồng vị Hf trong granodiorite khu vực Chà Vàl – Quảng Nam",4
197,Phuc Le Duc and Giang Nguyen,"ĐẶC ĐIỂM THẠCH HỌC - THẠCH ĐỊA HÓA GRANITOID KHỐI NÚI QUÝT, NINH HẢI, NINH THUẬN",4
200,Vy Le Hoang and Tuan Huynh Tan,"TỐI ƯU HÓA HIỆU SUẤT VÀ DỰ BÁO ĐỘNG THÁI KHAI THÁC GIẾNG C-4ST, TẦNG MÓNG KHỐI D, MỎ CÁ NÓC VUÔNG – LÔ A, BỒN TRŨNG CỬU LONG",4
209,"Ngọc Năng Lê, Thành Trí Nguyễn, Tuan Lê Huu and Vĩnh Phát Lâm","RESEARCH CHARACTERS AND EVALUATE THE ABILITY TO USE AS GEM OF JET ON PHU QUOC, KIEN GIANG, VIETNAM",4
233,"Quynh Anh Nong, Christoph Hauzenberger, Daniela Gallhofer and Etienne Skrzypek",Hoạt động magma phun trào Mesozoi muộn miền Nam Việt Nam phản ánh qua đặc điểm địa hóa và tuổi đồng vị U-Pb zircon,4
237,Hung Khuong The,"ỨNG DỤNG XÍCH MARKOV VÀ ENTROPY TRONG NGHIÊN CỨU TRÌNH TỰ TƯỚNG ĐÁ KHU VỰC THUNG LŨNG HOÀNH BỒ, QUẢNG NINH",4
241,Thiềm Quốc Tuấn and Phạm Trung Hiếu,"ĐẶC ĐIỂM THÀNH PHẦN VẬT CHẤT VÀ ĐIỀU KIỆN THÀNH TẠO BASALT KIỀM XUÂN LỘC, ĐỒNG NAI",4
245,Thiềm Quốc Tuấn and Phạm Minh,"THẠCH ĐỊA HÓA VÀ TUỔI ĐỒNG VỊ CỦA ANDESITOBASALT KHU VỰC TÂN PHÚ, ĐỒNG NAI",4
269,Le Canh Tuan and Nguyen Thuy Dung,SỰ CỐ Ô NHIỄM NƯỚC SÔNG ĐÀ VÀ VẤN ĐỀ PHÁT TRIỂN BỀN VỮNG,4
274,"Chuyen Pham, Li Zhuang, Sun Yeom, Changlun Sun, Sung-Gyu Jung and Hyu-Soung Shin",USING OF IN-SITU MICRO X-RAY COMPUTED TOMOGRAPHY IN INVESTIGATING THE EFFECT OF CONFINING PRESSURE ON PERMEABILITY AND FRACTURE APERTURE,4
292,"Bùi Kim Ngọc, Phạm Trung Hiếu, Phạm Minh and Lê Đức Phúc","ĐẶC ĐIỂM THÀNH PHẦN KHOÁNG VẬT TRONG ĐÁ METACARBONAT KHU VỰC SA THẦY, KON TUM VÀ KHẢ NĂNG ỨNG DỤNG CỦA METACARBONAT TRONG ĐÁ MỸ NGHỆ",4
295,"Tran Thien Phu Pham, Minh Hoang Truong, Dinh Thanh Nguyen and Jiro Takemura",DETERMINATION OF OPTIMAL DISTANCE OF PILES IN THE LATE PLEISTOCENE-HOLOCENE DEPOSITS IN THE LOWER OF THE SAI GON RIVER,4
336,"Tran Thien Quy Ngo, Юрий Васильевич Кириченко, Ba Trung Pham, Thi Tham Nguyen and Thi Thuy Doan",PRELIMINARY RESEARCH ON POTENTIALS AND PROSPECTS OF SEABED SOLID MINERALS IN VIETNAM DEEP SEA,4
432,"Thi To Ngan Nguyen, Huu-Tuan Le and Thi-Phuong-Uyen Ngo","USING REMOTE SENSING DATA TO DETECT FALLEN-DOWN FOREST AREAS BY TYPHOON DURIAN IN 2006, LONG HOA COMMUNE, CAN GIO",4
448,"Quy Ngo Tran Thien, Ba Trung Pham and Thi Thuy Doan",SOME ENVIRONMENTAL ISSUES IN EXPLOITATION OF SEABED SOLID MINERAL RESOURCES IN THE DEEP SEA,4
472,Lê Hoàng Lê Minh and Nguyen Thuy Dung,ĐÁNH GIÁ SỰ SUY THOÁI TÀI NGUYÊN DO HOẠT ĐỘNG TUYỂN QUẶNG ILMENITE VEN BIỂN BÌNH THUẬN,4
7,"Nguyễn Ngọc Anh, Nguyễn Văn Hảo, Bùi Hùng Thắng, Vũ Đình Lãm and Phạm Văn Trình",Nghiên cứu chế tạo vật liệu composite GO-CNTs/Fe3O4 định hướng ứng dụng hấp phụ kim loại nặng trong xử lý nước ô nhiễm,5
