majorId,sessionId,sessionName,sessionName_en,room,linkZoom,day,startDate,endDate
5,5011,Vật liệu sinh học từ nguồn tái tạo và vật liệu polymer-composite-nanocomposite,Bio-Renewable Material and Polymer-Composite-Nanocomposite Materials,I.33,,1,10:00,11:40
5,5012,Vật liệu sinh học từ nguồn tái tạo và vật liệu polymer-composite-nanocomposite,Bio-Renewable Material and Polymer-Composite-Nanocomposite Materials,I.33,,2,13:00,14:40
5,5021,Vật liệu năng lượng và môi trường; Vật liệu cấu trúc nano; Vật liệu điện tử và quang tử,"Energy – Environment Materials, Nanostructured Materials and Materials for Electronics and Photonics materials",I.32,,1,10:00,11:40
5,5022,Vật liệu năng lượng và môi trường; Vật liệu cấu trúc nano; Vật liệu điện tử và quang tử,"Energy – Environment Materials, Nanostructured Materials and Materials for Electronics and Photonics materials",I.32,,2,13:00,17:00
5,5023,Vật liệu năng lượng và môi trường; Vật liệu cấu trúc nano; Vật liệu điện tử và quang tử,"Energy – Environment Materials, Nanostructured Materials and Materials for Electronics and Photonics materials",I.32,,3,8:00,11:30
