sessionId,paperId,date,paperName,author,summary,linkZoom,linkPdf
6012,231,15:15-15:30,Các yếu tố ảnh hưởng đến hành vi từ chối sử dụng túi nylon siêu thị của người dân địa bàn TPHCM,"Lê Thị Bạch Linh, Lê Thị Cẩm Nhung",,,
6012,487,15:30-15:45,"Nghiên cứu tổng hợp hạt kaolin phủ zeolite NaA từ khoáng kaolin tự nhiên, ứng dụng hấp phụ cột trong xử lý ion Pb2+ trong nước.","Nguyễn Phước Hiếu, Võ Khánh Linh, Phạm Cao Thanh Tùng, Lê Tự Thành",,,
6012,409,15:45-16:00,Synthesis of ultra thin ALPO-18 molecular sieve membrane on porous support by gelless secondary growth for CO2/CH4 gas mixture separation,"Nguyen Hoai Phuong Duy, Le Thanh Quang, Pham Cao Thanh Tung, Le Tu Thanh",,,
6012,280,16:00-16:15,"Nghiên cứu tác động của loài mai dương Mimosa pigra L. đến quần xã cỏ năng tại Vườn quốc gia Tràm Chim, Đồng Tháp","Duong Thi Bich Hue, Huynh Thi Kim Ngan",,,
6021,ESD27,10:00-10:15,Đánh giá hiện trạng môi trường huyện Phú Quý-tỉnh Bình Thuận thông qua bộ chỉ số phát triển bền vững,"Phạm Việt Hải, Nguyễn Đình Hoàng Long, Nguyễn Thị Diễm Thúy, Lê Hoàng Anh, Đào Nguyên Khôi",,,
6021,ESD15,10:15-10:30,Quy trình xây dựng kế hoạch không khí sạch: trường hợp TP.HCM,"Hồ Quốc Bằng, Vũ Hoàng Ngọc Khuê, Nguyễn Thoại Tâm, Nguyễn Thị Thu Thủy, Nguyễn Thị, Thúy Hằng, Nguyễn Thị Đăng Khoa, Huỳnh Bá Hùng",,,
6021,271,10:30-10:45,Xu thế biến đổi của các yếu tố khí hậu và kịch bản biến đổi khí hậu cho Thành phố Hồ Chí Minh,"Lê Ánh Ngọc, Nguyễn Thị Cầm Mi, Võ Thị Nguyên, Nguyễn Văn Hồng, Nguyễn Văn Tín",,,
6021,324,10:45-11:00,Dự đoán biến đổi khí hậu trong tương lai ở lưu vực sông Sêrêpốk với mô hình LARS-WG dưới các kịch bản CMIP5,Thị Thảo Nhi Phạm and Nguyên Khôi Đào,,,
6021,380,11:00-11:15,"Vibriosis - microorganisms causing disiase in shrimp ponds at Can Gio District, Ho Chi Minh City","Trần Thị Mai Phương, Lê Thị Mỹ Phụng",,,
6022,ESD12,13:30-13:45,Đánh giá biến động không gian bề mặt không thấm thành phố Cần Thơ giai đoạn 2015-2018 sử dụng ảnh LANDSAT 8,"Nguyễn Thị Hồng Điệp, Phan Kiều Diễm, Phạm Lê Giao Huyên, Trần Hữu Duy",,,
6022,ESD21,13:45-14:00,"Sử dụng ảnh Landsat 8 OLI để dự đoán tổng chất rắn lơ lửng (TSS) ở hồ Trị An, tỉnh Đồng Nai","Phạm Thanh Lưu , Nguyễn Thị Mỹ Lệ Trịnh Hồng Phương , Trần Thị Hoàng Yến , Trần Thành Thái , Ngô Xuân Quảng",,,
6022,8-VJSTE,14:00-14:15,Application of remote sensing in evaluating the pm10 concentration in ho chi minh city,"Tran Huynh Duy, Duong Thi Thuy Nga",,,
6022,12-VJSTE,14:15-14:30,"Study on bed change of a tien river segment (Tan Chau, An Giang, Vietnam) by using a numerical model","Kim Tran Thi, Huy Nguyen Dam Quoc, Phung Nguyen Ky, Bay Nguyen Thi",,,
6022,16-VJSTE,14:30-14:45,"Operational Improvement Using Evolutionary Optimization Technique Application for the Thac Mo Reservoir, Vietnam","N.T.T. Hang, H. Chikamori",,,
6022,3-VJSTE,15:15-15:30,Fluctuations in agriculture and sediment in the Mekong Delta of Vietnam due to increased upstream water use,"Hung V. Bui, Nguyen Ngoc Diep",,,
6022,214,15:30-15:45,Các thách thức kỹ thuật sinh thái để phát triển bền vững mô hình nuôi thủy sản dưới tán rừng đước,"Xuan Lan Nguyen, Trần Nhẫn Tánh Nguyễn and Ngọc Châu Trần",,,
6022,E2,15:45-16:00,Đánh giá hiệu quả áp dụng hệ thống quản lý môi trường ISO 14001:2015 tại công ty TNHH Việt Nam Onamba,"Nguyễn Thị Xuân Hạnh, Bùi Phạm Phương Thanh",,,
6022,ESD17,16:00-16:15,Đánh giá bền vững sinh kế nông dân trồng lúa vùng lũ thượng lưu Đồng Bằng Sông Cửu Long,"Dinh Diep Anh Tuan* , Nguyen Thanh Loc, Nguyen Thi Ngoc Phuong, and Nguyen Hieu Trung",,,
6022,7-VJSTE,16:15-16:30,Assessing existing surface water supply sources in the Vietnamese Mekong Delta,Hoang Tuan Nguyen and Thanh,,,
6022,130,16:30-16:45,Study on characteristics and change trends of meteorological Hoang Tuan Nguyen and Thanh drought and agricultural drought in Ninh Thuan Province in the context of climate change.,Canh Truong,,,
6031,135,10:00-10:15,Removal of microplastic in industrial wastewater via fe-based coagulation process,"Hai Ho Truong Nam, Hien To Thi, Vy Nguyen Tuyet and Nguyen Nguyen Thao",,,
6031,192,10:15-10:30,Removal of phosphate in water by ZnO nanomaterial synthesized by sonochemical method,"Quynh Pham, Van Nguyen, Oanh Phung, Thanh Dang, Huy Nguyen and Dang Nguyen",,,
6031,198,10:30-10:45,Synthetic and application of nanosphere material for removal emerging pollutants from aqueous solution,"Loc Ton That, Khuong Nguyen Quoc and Hai Tran Nguyen Hai",,,
6031,486,10:45-11:00,Đặc trưng ion hòa tan trong bụi mịn ở Thành phố Hồ Chí Minh,"Trần Ánh Ngân, Nguyễn Đoàn Thiện Chí, Alex Baker, David Oram, Grant Forster, Tô Thị Hiền",,,
6031,473,11:00-11:15,Soluble trace metals associated with atmospheric fine particulate matter in the two most populous cities in Vietnam,"To Hien, Nguyen Chi, Le Anh and Huy Duong",,,
6032,46,13:30-13:45,Ammonia recovery from landfill leachate by air stripping and absorption in a close air recirculation system,"Nguyen Nhat Huy, Thoi Duy Phat, Sam Hoang Tuan and Vo Thi Thanh Thuy",,,
6032,18-VJSTE,13:45-14:00,Novel bioplastic material prepared from dragon fruit (Hylocereus polyrhizus) peels,"Truong Thi Cam Trang, Takaomi Kobayashi",,,
6032,459,14:00-14:15,Vi nhựa trong một số sản phẩm chăm sóc cá nhân và mỹ phẩm tại Thành phố Hồ Chí Minh,"Nguyen Nguyen Thao, Chi Nguyen Doan Thien and Hien To Thi",,,
6032,471,14:15-14:30,Nghiên cứu xử lý nước rỉ rác bằng công nghệ SBBR dòng liên tục với các giá thể khác nhau,Nguyen Hong Dan and Tran Le Luu,,,
6032,495,14:30-14:45,Tổng hợp vật liệu chitosan/cellulose triacetate và khảo sát khả năng ứng dụng làm màng bọc thực phẩm sinh học,Trương Thị Cẩm Trang and Takaomi Kobayashi,,,
6032,ESD25,15:15-15:30,Ảnh hưởng của nước rỉ từ ống nhựa pvc lên sức sống và sinh sản của hai loài vi giáp xác CERIODAPHNIA CORNUTA và DAPHNIA MAGNA,"Nguyễn Văn Tài, Đào Thanh Sơn",,,
6032,2-VJSTE,15:30-15:45,Making denatured biochar from Cassia fistula L. seed and its application for removing methylene blue of industrial wastewater,"Dao Minh Trung , Vo Le Phu , Nguyen Thi Thanh Tram",,,
6032,15-VJSTE,15:45-16:00,Removal of methylene blue from simulated wastewater by Carica papaya wood biosorbent,"Nguyen Thi Nhu Ngoc * , Huynh Thi Thanh Hang, To Thi Hien",,,
6032,298,16:00-16:15,Nutrients in sediment regulate benthic algal assemblages in the tropical Tri An reservoir of Vietnam,"Hoang Yen Tran, Thanh Luu Pham and Thanh Thai Tran",,,
6032,E9,16:15-16:30,Adsorption of methylene blue using MgAl-Layered Double Hydroxide/biochar composites,"Trieu Mai Thuan, Thi Kieu Nu Ngo, Nguyen Duy Dat, Tran Nguyen Hai",,,
6032,360,16:30-16:45,"Discovery of an important source of greenhouse gases in Ho Chi Minh City, Viet Nam","Nguyen Chi, Dang Tam and To Hien",,,
